id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
20,b8c681c2bdaa7c7601e9e3ae728da880,2024-02-02T00:00:00,2,Ярославль,2914,Ольга,Орлова,2,Молоко 5%,5,750
21,a06f959aa25d357c78417cc79962116a,2024-02-02T00:00:00,0,Москва,2417,Ольга,Алексеева,11,Хлеб ржаной,1,20
22,67094485c1f15ad6adedac4731d507a0,2024-02-02T00:00:00,0,Москва,5503,Александр,Попов,10,Томаты,1,50
23,b9301198dc407f1128f9a68f49ee14ed,2024-02-02T00:00:00,1,Ростов,7311,Анна,Волкова,7,Средство для мытья посуды,3,600
24,a533584a07671b59f196062e6e810f59,2024-02-02T00:00:00,0,Москва,6302,Алексей,Смирнов,4,Сахар песок,4,200
25,70a65f9f24720488c762548d2fb77040,2024-02-02T00:00:00,1,Ростов,7300,Константин,Смирнов,10,Томаты,5,250
26,7407fb0b3d10684ea7f2d352f2d3321f,2024-02-02T00:00:00,0,Москва,8410,Снежанна,Алексеева,8,Лампочка LED,4,1200
27,7c25c9e859610804bda31a744202cfa0,2024-02-02T00:00:00,0,Москва,9404,Эдуард,Кузнецов,7,Средство для мытья посуды,1,200
28,2ef933b6229138b51109cce0bb385ea1,2024-02-02T00:00:00,2,Ярославль,3103,Олег,Петров,11,Хлеб ржаной,1,20
29,fa555924a99edaab9cb38b134894f06c,2024-02-02T00:00:00,2,Ярославль,4302,Сергей,Смирнов,8,Лампочка LED,3,900
30,16dce5f7b43ce6020fe6d234ce2c2365,2024-02-02T00:00:00,1,Ростов,2809,Петр,Михайлов,4,Сахар песок,1,50
31,5d70a3bbe3d4e817e19e7ca5d9e8509e,2024-02-02T00:00:00,1,Ростов,7405,Константин,Кузнецов,1,Молоко 3%,4,480
32,a109ff41b6d898520b2c5255cd5b71c0,2024-02-02T00:00:00,1,Ростов,8701,Геннадий,Соколов,8,Лампочка LED,2,600
33,0c82cb0c822346dae77c8a6b64a1f063,2024-02-02T00:00:00,0,Москва,506,Иван,Попов,5,Яблоко молодильное,4,1600
34,7d27b1e7722e4394bf550c0caceef8a7,2024-02-02T00:00:00,1,Ростов,4401,Сергей,Кузнецов,4,Сахар песок,5,250
35,4ac612a9148e7d497cea8c47a5e38589,2024-02-02T00:00:00,1,Ростов,3207,Олег,Сидоров,6,Яблоко,4,560
36,d7bb77314ee527a0c5316f5e63a7e3e6,2024-02-02T00:00:00,1,Ростов,1503,Евгений,Попов,2,Молоко 5%,5,750
37,91a3d77e13400be300bd416e95e2d3e1,2024-02-02T00:00:00,0,Москва,6504,Алексей,Попов,7,Средство для мытья посуды,3,600
38,2809b6034770edd6ec68032f2f7fa46f,2024-02-02T00:00:00,0,Москва,617,Александра,Егорова,0,Молоко 1%,2,200
39,f63b357385758c2af842fd8bf9f530b4,2024-02-02T00:00:00,0,Москва,6602,Алексей,Васильев,10,Томаты,4,200
40,817aa85ed3cda7821e84ad83ca8a9e75,2024-02-02T00:00:00,1,Ростов,1600,Евгений,Васильев,6,Яблоко,4,560
41,c38ee18635fe94bda48739a4b56f2aa4,2024-02-02T00:00:00,0,Москва,6303,Алексей,Смирнов,3,Устройство для нагревания табака Трубка Мира,4,2000
42,105742d27f2591cec5c5ba86eb3a11a6,2024-02-02T00:00:00,1,Ростов,6805,Алексей,Михайлов,0,Молоко 1%,5,500
43,d4026a735f3fad4acf8e5f361ddbbd12,2024-02-02T00:00:00,0,Москва,8200,Геннадий,Сидоров,1,Молоко 3%,5,600
44,548900ae58be4afe0707a4e0a5bf14b5,2024-02-02T00:00:00,2,Ярославль,4310,Екатерина,Волкова,1,Молоко 3%,4,480
45,0e8cbf76300b5b13d5c6b88332041257,2024-02-02T00:00:00,2,Ярославль,7402,Константин,Кузнецов,6,Яблоко,5,700
46,524528b2d4f8f4a2e397dfebbcb65c94,2024-02-02T00:00:00,2,Ярославль,5116,Оксана,Федорова,0,Молоко 1%,3,300
47,deb493d4c20c470424a61ff95101f339,2024-02-02T00:00:00,2,Ярославль,6907,Алексей,Новиков,8,Лампочка LED,2,600
48,2ec6b99dbbd7d1c6ba8f04e63517d7d6,2024-02-02T00:00:00,2,Ярославль,9901,Эдуард,Новиков,1,Молоко 3%,2,240
49,60c666229468656c4c1111b4c586e735,2024-02-02T00:00:00,1,Ростов,3508,Олег,Попов,4,Сахар песок,3,150
50,1db5f5c2a3d3b44bd45c06734d9b02dd,2024-02-02T00:00:00,1,Ростов,4506,Сергей,Попов,7,Средство для мытья посуды,1,200
51,9613ecd642d0d1a36642233c41af26a7,2024-02-02T00:00:00,2,Ярославль,3909,Олег,Новиков,5,Яблоко молодильное,5,2000
52,d89f3abf16c3e2d1075b88b5acc006f4,2024-02-02T00:00:00,0,Москва,5215,Оксана,Морозова,1,Молоко 3%,3,360
53,a5d7501116537139ff601dbc249656e2,2024-02-02T00:00:00,2,Ярославль,6516,Елизавета,Лебедева,6,Яблоко,1,140
54,1be8d5a83d6841cb03f03d1d25ee7337,2024-02-02T00:00:00,2,Ярославль,1502,Евгений,Попов,4,Сахар песок,5,250
55,beffcd589fb5e0a5f7967829d20bdea9,2024-02-02T00:00:00,1,Ростов,7603,Константин,Васильев,9,Ручка шариковая,5,225
56,d961b589c9aaaa213339dabc174c9cc6,2024-02-02T00:00:00,1,Ростов,2406,Петр,Кузнецов,7,Средство для мытья посуды,3,600
57,d896d6ae9b8a1ee6d2b3cd708cfbe9b7,2024-02-02T00:00:00,2,Ярославль,7213,Анна,Морозова,0,Молоко 1%,3,300
58,889989cd9a2adb1f504ec81de779bcda,2024-02-02T00:00:00,1,Ростов,4118,Екатерина,Федорова,1,Молоко 3%,2,240
59,f9a11f1fe170df89e3733775d3984028,2024-02-02T00:00:00,0,Москва,7403,Константин,Кузнецов,10,Томаты,3,150
60,c27a4231fd2ffb26a3f20aaa24f308bd,2024-02-02T00:00:00,2,Ярославль,2118,Ольга,Федорова,6,Яблоко,3,420
61,9fc000bc06c0bc61b55833a8ecc44a2d,2024-02-02T00:00:00,2,Ярославль,3507,Олег,Попов,3,Устройство для нагревания табака Трубка Мира,4,2000
62,f21e03cbf3f0a9ada514d2e96a75a67c,2024-02-02T00:00:00,2,Ярославль,9306,Эдуард,Смирнов,10,Томаты,1,50
63,47cba70fee321d0b0592d4b00a44b8d4,2024-02-02T00:00:00,2,Ярославль,1213,Евгения,Морозова,0,Молоко 1%,5,500
64,2f8761831317660918e2757b8a930741,2024-02-02T00:00:00,1,Ростов,6411,Елизавета,Алексеева,4,Сахар песок,3,150
65,a0c612779a2f282e98ffb0e7d162a1d6,2024-02-02T00:00:00,0,Москва,4813,Екатерина,Козлова,2,Молоко 5%,4,600
66,23ecc089aead5b33ee867c6fbb19a668,2024-02-02T00:00:00,2,Ярославль,9816,Надежда,Козлова,5,Яблоко молодильное,5,2000
67,2d017cafb401d7981e48f52de546d9c8,2024-02-02T00:00:00,2,Ярославль,8916,Снежанна,Орлова,10,Томаты,1,50
68,5db63642fc4af48da3e528fe14b0fc39,2024-02-02T00:00:00,2,Ярославль,7910,Анна,Орлова,5,Яблоко молодильное,2,800
69,eff4083b9e135598f612b20492e6049f,2024-02-02T00:00:00,2,Ярославль,6613,Елизавета,Егорова,2,Молоко 5%,1,150
70,6e5e8f2dccc1dda2655238590640f982,2024-02-02T00:00:00,0,Москва,3504,Олег,Попов,5,Яблоко молодильное,5,2000
71,4a4eb0b8f12187739ea6dbfe96d3b692,2024-02-02T00:00:00,1,Ростов,4605,Сергей,Васильев,11,Хлеб ржаной,5,100
72,8918ebf2b1991438793ff17ac5a8526e,2024-02-02T00:00:00,2,Ярославль,6902,Алексей,Новиков,6,Яблоко,2,280
73,78620e2b5145d3a960e5c15d9d84e47d,2024-02-02T00:00:00,1,Ростов,1905,Евгений,Новиков,6,Яблоко,1,140
74,366a109f3b3a5e3b1486b81c86f916a2,2024-02-02T00:00:00,1,Ростов,4310,Екатерина,Волкова,5,Яблоко молодильное,4,1600
75,8e78adcdf0c9fcb37c1216f92829fed5,2024-02-02T00:00:00,1,Ростов,5719,Оксана,Павлова,8,Лампочка LED,2,600
76,796cd9f4b72c07fec75f88ba26bfd935,2024-02-02T00:00:00,2,Ярославль,4213,Екатерина,Морозова,9,Ручка шариковая,4,180
77,3f76198f0a149f3f9d33654ab85ea704,2024-02-02T00:00:00,0,Москва,9307,Эдуард,Смирнов,11,Хлеб ржаной,5,100
78,2d4ad60a899373634305663d3537de1d,2024-02-02T00:00:00,0,Москва,5604,Александр,Васильев,6,Яблоко,5,700
79,12e2452fce848b9f205925e7106289b2,2024-02-02T00:00:00,2,Ярославль,6609,Алексей,Васильев,6,Яблоко,2,280
80,aeef414a853aba8d8e74f2d9c2c8541d,2024-02-02T00:00:00,1,Ростов,9613,Надежда,Егорова,8,Лампочка LED,4,1200
81,beffceef390854ba4489bb6e5bb2be22,2024-02-02T00:00:00,0,Москва,1110,Евгения,Федорова,9,Ручка шариковая,5,225
82,cacd92b18e5b9ea5a1adc35e986af475,2024-02-02T00:00:00,0,Москва,616,Александра,Егорова,9,Ручка шариковая,2,90
83,f2d3cd2cb7e5fef156c9cb9607e60a01,2024-02-02T00:00:00,2,Ярославль,8000,Геннадий,Иванов,6,Яблоко,3,420
84,6f660a5fe5def36efca0f05d5234cd14,2024-02-02T00:00:00,0,Москва,318,Александра,Волкова,7,Средство для мытья посуды,2,400
85,cf6d6e54abe996e53394c1b495440e35,2024-02-02T00:00:00,0,Москва,3815,Светлана,Козлова,4,Сахар песок,3,150
86,dd0918bd5bf55fbb1ee5884a1bbace28,2024-02-02T00:00:00,1,Ростов,4506,Сергей,Попов,6,Яблоко,3,420
87,e94d225b3b2b8fd7fa5520e8ee69bb59,2024-02-02T00:00:00,2,Ярославль,6214,Елизавета,Морозова,8,Лампочка LED,2,600
88,197d1e67547762e7285dc8e1ae137c8f,2024-02-02T00:00:00,1,Ростов,8817,Снежанна,Козлова,9,Ручка шариковая,2,90
89,260b5651f276698f73ec735d26ba6378,2024-02-02T00:00:00,1,Ростов,9106,Эдуард,Петров,11,Хлеб ржаной,4,80
90,ab6469d51149ca1c8999fc820f89b999,2024-02-02T00:00:00,2,Ярославль,0,Иван,Иванов,9,Ручка шариковая,5,225
91,9eda88656bb645d2007e2f85863575b8,2024-02-02T00:00:00,2,Ярославль,7503,Константин,Попов,3,Устройство для нагревания табака Трубка Мира,3,1500
92,4c07793c6f58da81825dcd4e16bc52c9,2024-02-02T00:00:00,1,Ростов,7002,Константин,Иванов,9,Ручка шариковая,2,90
93,6f6edbfd58117b8c5a8665c7d6beaecb,2024-02-02T00:00:00,0,Москва,7807,Константин,Михайлов,7,Средство для мытья посуды,5,1000
94,0afa34ba044fdc46da4a9c3f1bfe5cef,2024-02-02T00:00:00,2,Ярославль,8517,Снежанна,Лебедева,9,Ручка шариковая,2,90
95,b68ac446c3b0ce3421e96f80736fa84c,2024-02-02T00:00:00,0,Москва,4803,Сергей,Михайлов,3,Устройство для нагревания табака Трубка Мира,2,1000
96,5c33b6d0d4521d85386287cff92c467c,2024-02-02T00:00:00,0,Москва,3910,Светлана,Орлова,2,Молоко 5%,1,150
97,4f46fb7177edaccdac3aa65d2c8cad88,2024-02-02T00:00:00,0,Москва,6906,Алексей,Новиков,4,Сахар песок,3,150
98,c2574396db59d2767e0a501c5165c272,2024-02-02T00:00:00,0,Москва,918,Александра,Орлова,7,Средство для мытья посуды,2,400
99,fac6b8efee23c43e619092caed91a316,2024-02-02T00:00:00,2,Ярославль,2119,Ольга,Федорова,2,Молоко 5%,4,600
100,11918626fce3336165c6809b160cef75,2024-02-02T00:00:00,1,Ростов,612,Александра,Егорова,10,Томаты,2,100
101,acaf78c4a8458d6e2e4065944b7cc8eb,2024-02-02T00:00:00,2,Ярославль,910,Александра,Орлова,11,Хлеб ржаной,2,40
102,6aaeb26a78a2dc88f5c9a8c482359d19,2024-02-02T00:00:00,1,Ростов,4306,Сергей,Смирнов,3,Устройство для нагревания табака Трубка Мира,2,1000
103,c64bc9301064c96f8ffbda1aa5a676b6,2024-02-02T00:00:00,2,Ярославль,8117,Снежанна,Федорова,4,Сахар песок,1,50
104,d01988662bd63f8a14e8da62bcb117e4,2024-02-02T00:00:00,0,Москва,1200,Евгений,Сидоров,5,Яблоко молодильное,4,1600
105,639a2768842645dfcc569815ac2a0263,2024-02-02T00:00:00,2,Ярославль,6612,Елизавета,Егорова,7,Средство для мытья посуды,4,800
106,09033d0379035dc8808636aaa96e6eff,2024-02-02T00:00:00,2,Ярославль,4503,Сергей,Попов,5,Яблоко молодильное,4,1600
107,4a96cd342d5dc79f40557dee777a200d,2024-02-02T00:00:00,1,Ростов,7208,Константин,Сидоров,3,Устройство для нагревания табака Трубка Мира,5,2500
108,2b34cd2aaf95233450bff99a7b45fb68,2024-02-02T00:00:00,2,Ярославль,8208,Геннадий,Сидоров,8,Лампочка LED,4,1200
109,933b856fae2dd9b767f4ac462ee87b58,2024-02-02T00:00:00,1,Ростов,9415,Надежда,Алексеева,8,Лампочка LED,5,1500
110,c013ad427a14f7d4cb065337c586d8cf,2024-02-02T00:00:00,2,Ярославль,6110,Елизавета,Федорова,3,Устройство для нагревания табака Трубка Мира,4,2000
111,b307d5ad69d342464d79b12655d07ecb,2024-02-02T00:00:00,0,Москва,5707,Александр,Соколов,3,Устройство для нагревания табака Трубка Мира,3,1500
112,864f34e33681cfac01723b11dd6ab2ad,2024-02-02T00:00:00,0,Москва,7718,Анна,Павлова,2,Молоко 5%,4,600
113,8a6f8ec5534e0ad3f7206f8673ee4b74,2024-02-02T00:00:00,2,Ярославль,8906,Геннадий,Новиков,7,Средство для мытья посуды,4,800
114,ee02eb8ead7798cb17f18ebbc0df3b97,2024-02-02T00:00:00,1,Ростов,2004,Петр,Иванов,10,Томаты,3,150
115,e619f6182bf4ebce97d97cec14a1b32e,2024-02-02T00:00:00,1,Ростов,6409,Алексей,Кузнецов,1,Молоко 3%,4,480
116,087c7307a54e7ef185835e1a5ff139af,2024-02-02T00:00:00,0,Москва,2117,Ольга,Федорова,8,Лампочка LED,3,900
117,626b114a4eb1485cc794c22547912bda,2024-02-02T00:00:00,2,Ярославль,304,Иван,Смирнов,2,Молоко 5%,4,600
118,24062f6556a5deea6aad74bc1b4c33c5,2024-02-02T00:00:00,2,Ярославль,5902,Александр,Новиков,5,Яблоко молодильное,3,1200
119,eabbd29f63931ee08eb59abe24303140,2024-02-02T00:00:00,1,Ростов,7407,Константин,Кузнецов,1,Молоко 3%,4,480
120,866ea1aa5162b1faaefd1b08aa8463a9,2024-02-02T00:00:00,1,Ростов,1619,Евгения,Егорова,0,Молоко 1%,4,400
121,b4ebb763f392df9d5e907151d79d9614,2024-02-02T00:00:00,0,Москва,5916,Оксана,Орлова,9,Ручка шариковая,2,90
122,342754c036014564639906edae8f1f93,2024-02-02T00:00:00,1,Ростов,7818,Анна,Козлова,9,Ручка шариковая,5,225
123,7a2017c7354bbbe18928a4db92e95262,2024-02-02T00:00:00,1,Ростов,7302,Константин,Смирнов,3,Устройство для нагревания табака Трубка Мира,3,1500
124,4b0907462078c6572d4e3be81ab8fc79,2024-02-02T00:00:00,0,Москва,3319,Светлана,Волкова,9,Ручка шариковая,1,45
125,b38fee56b1729e5895b49d933caea2f6,2024-02-02T00:00:00,1,Ростов,7910,Анна,Орлова,3,Устройство для нагревания табака Трубка Мира,5,2500
126,ae07edb8afecffdf30f15f8067010fea,2024-02-02T00:00:00,0,Москва,9208,Эдуард,Сидоров,9,Ручка шариковая,1,45
127,1edaa9e87b6a5483847e91033deceebc,2024-02-02T00:00:00,0,Москва,8205,Геннадий,Сидоров,8,Лампочка LED,1,300
128,9db4679a03eb493417f1c92bff2d146d,2024-02-02T00:00:00,2,Ярославль,4118,Екатерина,Федорова,6,Яблоко,4,560
129,427d7802b04e4ee1c990f5b84c29d3de,2024-02-02T00:00:00,2,Ярославль,701,Иван,Соколов,1,Молоко 3%,4,480
130,62112b7a8be9390f8bac56449ed657c3,2024-02-02T00:00:00,2,Ярославль,9913,Надежда,Орлова,6,Яблоко,5,700
131,9567cf2cc46181f9b36006e61c02a25c,2024-02-02T00:00:00,2,Ярославль,5511,Оксана,Лебедева,2,Молоко 5%,1,150
132,9a6a3ffa74e691e781cb38e85dd1b75b,2024-02-02T00:00:00,2,Ярославль,1718,Евгения,Павлова,0,Молоко 1%,5,500
133,8caf805cd0f44ac903bcb0f89c7ec4ef,2024-02-02T00:00:00,2,Ярославль,8603,Геннадий,Васильев,8,Лампочка LED,3,900
134,cfbcc0b487523bb778724c3868f287e1,2024-02-02T00:00:00,1,Ростов,6619,Елизавета,Егорова,7,Средство для мытья посуды,5,1000
135,ff998fe47cfa9797513b5f07f49c5628,2024-02-02T00:00:00,0,Москва,2411,Ольга,Алексеева,1,Молоко 3%,5,600
136,74fc2bdc9ab56f279ebb9b9f3ae15fb3,2024-02-02T00:00:00,0,Москва,5902,Александр,Новиков,10,Томаты,2,100
137,d3a8a32ed8307b2e68402d741063a9eb,2024-02-02T00:00:00,1,Ростов,9302,Эдуард,Смирнов,5,Яблоко молодильное,1,400
138,6be87d78a4c9893135e92ef2ffc4a3d2,2024-02-02T00:00:00,0,Москва,719,Александра,Павлова,8,Лампочка LED,1,300
139,c1d339b5d889f0612fd1ea1b37bf70a3,2024-02-02T00:00:00,0,Москва,7616,Анна,Егорова,4,Сахар песок,5,250
140,498cea17bad0fcb2b644ae772ee29bf4,2024-02-02T00:00:00,0,Москва,1711,Евгения,Павлова,6,Яблоко,2,280
141,f4667a7335f5f5675129f380ae1931d7,2024-02-02T00:00:00,1,Ростов,3000,Олег,Иванов,11,Хлеб ржаной,5,100
142,4954425d2f341e14ad87e4f5b1a9e403,2024-02-02T00:00:00,0,Москва,6012,Елизавета,Великая,11,Хлеб ржаной,1,20
143,d00a2cc31ac524f7be8e7b39263a2178,2024-02-02T00:00:00,0,Москва,1313,Евгения,Волкова,5,Яблоко молодильное,4,1600
144,49e6d08dbb7bd2bf2eecf9f6d41d8ac3,2024-02-02T00:00:00,1,Ростов,4816,Екатерина,Козлова,0,Молоко 1%,5,500
145,6b2179807349cbebbb6169d9171794b5,2024-02-02T00:00:00,2,Ярославль,8110,Снежанна,Федорова,0,Молоко 1%,1,100
146,9dcc9981eca028560303d1f2bc0609d1,2024-02-02T00:00:00,0,Москва,8316,Снежанна,Волкова,6,Яблоко,1,140
147,6792eb16d7869bad2ac3d0bd801b43f5,2024-02-02T00:00:00,0,Москва,8203,Геннадий,Сидоров,5,Яблоко молодильное,3,1200
148,e6375220d99676d458bbd6a9176a8a4a,2024-02-02T00:00:00,0,Москва,3512,Светлана,Лебедева,4,Сахар песок,1,50
149,33a4e1aed2e62391082d16acb6c520a6,2024-02-02T00:00:00,1,Ростов,4510,Екатерина,Лебедева,6,Яблоко,3,420
150,de1d365573579afa3c80bc26b0e11408,2024-02-02T00:00:00,1,Ростов,9515,Надежда,Лебедева,6,Яблоко,2,280
151,feb8abd1ce16b35830be62ecc079df58,2024-02-02T00:00:00,2,Ярославль,4419,Екатерина,Алексеева,2,Молоко 5%,3,450
152,09e8bf6196d3211322f910301aef43fb,2024-02-02T00:00:00,2,Ярославль,5906,Александр,Новиков,9,Ручка шариковая,5,225
153,036d129999be314b6fce26f7d8d3b2ba,2024-02-02T00:00:00,0,Москва,6517,Елизавета,Лебедева,8,Лампочка LED,1,300
154,54e0e6c5cd67cf59aac8ed662a680df1,2024-02-02T00:00:00,2,Ярославль,9718,Надежда,Павлова,4,Сахар песок,1,50
155,d9bfe0c2bf9e04b526250ffa5bb5afd8,2024-02-02T00:00:00,1,Ростов,6614,Елизавета,Егорова,8,Лампочка LED,5,1500
156,a9f28f07958bf3f731660931afd5aceb,2024-02-02T00:00:00,0,Москва,9515,Надежда,Лебедева,1,Молоко 3%,5,600
157,2477d8eb8655cd4b79508af90920e5de,2024-02-02T00:00:00,1,Ростов,3608,Олег,Васильев,9,Ручка шариковая,1,45
158,3319dbb3cc67b74cd3efc2362f3b1b51,2024-02-02T00:00:00,1,Ростов,2207,Петр,Сидоров,1,Молоко 3%,2,240
159,ca378ddee22406aa9d74b4693b7e10aa,2024-02-02T00:00:00,2,Ярославль,714,Александра,Павлова,8,Лампочка LED,5,1500
160,fa4677374bc262048616695d38604d1c,2024-02-02T00:00:00,1,Ростов,1501,Евгений,Попов,1,Молоко 3%,2,240
161,4ddbd041c265d5c121e8c984530133b5,2024-02-02T00:00:00,2,Ярославль,8212,Снежанна,Морозова,5,Яблоко молодильное,4,1600
162,70586ab3aa9869d5b10103695cf9d05a,2024-02-02T00:00:00,0,Москва,3615,Светлана,Егорова,4,Сахар песок,1,50
163,e13788badb8fee863cac2d5c714c53e7,2024-02-02T00:00:00,2,Ярославль,1514,Евгения,Лебедева,8,Лампочка LED,4,1200
164,cb97737a3d2b0d4892e5cb8448d4c9ec,2024-02-02T00:00:00,0,Москва,2000,Петр,Иванов,8,Лампочка LED,2,600
165,bed079de97354d597016474dc733d0ff,2024-02-02T00:00:00,0,Москва,7011,Анна,Великая,6,Яблоко,3,420
166,e4419198c4a1ae27eb363596ec89c9ef,2024-02-02T00:00:00,0,Москва,8208,Геннадий,Сидоров,6,Яблоко,5,700
167,91211884220980420963c6940e4725a7,2024-02-02T00:00:00,2,Ярославль,2703,Петр,Соколов,1,Молоко 3%,2,240
168,635d0073493a695df61501d483254ed3,2024-02-02T00:00:00,2,Ярославль,7418,Анна,Алексеева,10,Томаты,4,200
169,29a09d5b199596b659374df83c6ec5b6,2024-02-02T00:00:00,0,Москва,6219,Елизавета,Морозова,1,Молоко 3%,2,240
170,0af5a0f2b62fdf94d471e497f0f50c33,2024-02-02T00:00:00,1,Ростов,1702,Евгений,Соколов,7,Средство для мытья посуды,2,400
171,7eb26c98edfb33245e53cf867715f067,2024-02-02T00:00:00,2,Ярославль,4200,Сергей,Сидоров,8,Лампочка LED,4,1200
172,89c7fad22a37d15d2f04d61a1b05aa6f,2024-02-02T00:00:00,1,Ростов,8317,Снежанна,Волкова,2,Молоко 5%,1,150
173,d889c74d386b929dc06d9f02625c87b5,2024-02-02T00:00:00,2,Ярославль,9507,Эдуард,Попов,8,Лампочка LED,1,300
174,2bd8397000a831504988a681e55c772c,2024-02-02T00:00:00,2,Ярославль,2205,Петр,Сидоров,3,Устройство для нагревания табака Трубка Мира,5,2500
175,24990858463911cb3467d4c36fd32db4,2024-02-02T00:00:00,1,Ростов,7803,Константин,Михайлов,8,Лампочка LED,3,900
176,6b244ec22d8d30f7d27f2dc45317af21,2024-02-02T00:00:00,0,Москва,8119,Снежанна,Федорова,4,Сахар песок,2,100
177,f382775e491770000ddfdd78658f7c68,2024-02-02T00:00:00,1,Ростов,115,Александра,Федорова,1,Молоко 3%,2,240
178,817ef5e19dd38eadfc247b0fca6cd579,2024-02-02T00:00:00,2,Ярославль,1815,Евгения,Козлова,1,Молоко 3%,5,600
179,5a66ab2bfd3b83f935ece5bae169621f,2024-02-02T00:00:00,0,Москва,7103,Константин,Петров,3,Устройство для нагревания табака Трубка Мира,4,2000
180,f321b562ea059c73e2a8df68f3ebae5e,2024-02-02T00:00:00,2,Ярославль,9610,Надежда,Егорова,7,Средство для мытья посуды,5,1000
181,0bc726b505818aaf1eb221478643938e,2024-02-02T00:00:00,2,Ярославль,101,Иван,Петров,2,Молоко 5%,3,450
182,d0d731ae323db400e1066825c3a0e2af,2024-02-02T00:00:00,1,Ростов,5819,Оксана,Козлова,2,Молоко 5%,1,150
183,80d742847ada02e66f181f2d3255c033,2024-02-02T00:00:00,2,Ярославль,4007,Сергей,Иванов,4,Сахар песок,1,50
184,2aa241170e07be8ee37613eea8aaf274,2024-02-02T00:00:00,1,Ростов,5416,Оксана,Алексеева,6,Яблоко,3,420
185,88b780a694c4d50f9f397cb72882185a,2024-02-02T00:00:00,1,Ростов,4116,Екатерина,Федорова,3,Устройство для нагревания табака Трубка Мира,4,2000
186,5f6faee239f81bed7b4fe4ebd9c4d03e,2024-02-02T00:00:00,2,Ярославль,9100,Эдуард,Петров,0,Молоко 1%,1,100
187,89b1608d3d25a424932b18c8991188e5,2024-02-02T00:00:00,2,Ярославль,5201,Александр,Сидоров,8,Лампочка LED,3,900
188,8568ae533e73887e8c88cdd7e1c16d39,2024-02-02T00:00:00,2,Ярославль,6619,Елизавета,Егорова,4,Сахар песок,2,100
189,46abb514c4e251323d8cc2054fc8b963,2024-02-02T00:00:00,2,Ярославль,5006,Александр,Иванов,3,Устройство для нагревания табака Трубка Мира,2,1000
190,889377c1a13cbb5159a229e9892b083c,2024-02-02T00:00:00,1,Ростов,9015,Надежда,Великая,2,Молоко 5%,1,150
191,59d46cf224fe24f16254d275c451e841,2024-02-02T00:00:00,2,Ярославль,4205,Сергей,Сидоров,4,Сахар песок,1,50
